English Word,Persian Word
be sure,ثابت کنید ، مطمئن ، یقینا ، محققا ، البته ، در حقیقت ، مسلم ، به طور  ... 
bead,برجستگی ، زبانه ، لایه ، زنجیره ، مهره 
beam,دسته ، پرتو ، شعاع ، اشعه ، تیر 
beam compass,پرگار بازو دار
beam numbers,عددهای تیری
bearin mind,توجه داریم که
bearing,سویه ، تکیه گاه ، سمت و جهت ، وضعیت نقطه ای نسبت به مبدأ ، محور 
beat,تپش
beats,ضربان
because,چون ، زیرا 
because of,بدین دلیل ، بواسطه ، اما به علت 
bechhofer test,آزمون بچهوفر
bed,بستر ، کف ، کفی ، لایه ، پشته ، طبقه ، لایه بندی ، بستر گذار 
Bede-Gal derivative,مشتق بده - گال
bee line,خطّ راست ، اقصر فاصله ، خط راست 
before decimal,قسمت صحیح عدد حقیقی ، بزرگترین عدد صحیح کوچکتر از یک عدد حقیقی معیّن 
behave,عمل کردن ، رفتار کردن 
behavior,رفتار ، وضع ، کردار ، روش عمل ، طرز عمل و عکس العمل 
behaviour,رفتار
behrens fisher test,آزمون برنس-فیشر
behrens' problem,مسأله‌ی بئرنس ، مسئله بئرنس 
behrense fisher's problem,مسأله بهرنز ــ فیشر ، مسأله ی بهرنز-فیشر 
behrens-fisher problem,مسأله‌ی بئرنس - فیشر ، مسئله بئرنس-فیشر 
behrens-fisher test,آزمون بئرنس - فیشر
bei,بی
bei function,تابع بی
being processed,که پردازش می شوند
belief function,تابع باور
bell curve,منحنی زنگی شکل ، منحنی زنگ شکل ، منحنی توزیع نرمال 
bell graph,گراف زنگسان ، نگار زنگسان ، نمودار زنگی 
bell polynomial,چندجمله‌ای بل ، چندجمله‌ای بِل 
bell shaped,زنگ‌دیس(آمار) ، زنگدیس ، زنگی شکل ، زنگوله ای ، زنگی ، زنگوله ای شکل 
bell shaped curve,خم زنگدیس
inclusion in large sense,شمول به معنای وسیع
inclusion in strict sense,شمول به معنای دقیق
inclusion map,نگاشت مشمول ، نگاشت گنجان ، نگاشت شمول 
inclusion mapping,نگاشت شمول
inclusion of negatives,شمول قرینه
inclusion relation,رابطه ی شمول ، رابطه ی اندراج 
inclusion sign,علامت شمول
inclusion-exclusion method,روش شمول و طرد
inclusive,شامل ، مشمول ، داشته باشد 
inclusive disjunction,یای شمول
inclusive or,یای شمول
inclusive range,دامنه ی فراگیر
inclution and exclusion principle,اصل رد و قبول ، اصل شمول و عدم شمول 
incoherence,بی ارتباطی
income,کشش درآمد
income distribution models,مدلهای توزیع درآمد
income inequality measure,معیار نابرابری درآمد
income statement,صورتحساب سود و زیان
income stream,جریان درآمد
income tax,مالیات بر درآمد ، مالیات درآمد 
incoming cash flow,جریان نقدی درآمد
incommensurability,مقیاس ناپذیری طول ها
incommensurable,بی مقیاس مشترک ، نامتوافق ، اندازه نگرفتنی ، اندازه ناپذیر ، بخش ناپذ ... 
incommensurable magnitude,کمیت اندازه ناپذیر
incommensurable numbers,اعداد اندازه ناپذیر ، اعداد نامتوافق 
incommon,مشترک
incommutable,غیر جابجایی ، تعویض ناپذیر ، جابجایی ناپذیر 
incomparable,ناهمسنجیدنی ، قیاس ناپذیر ، ناسنجیدنی ، بی قیاس 
incompatibility,ناسازگاری
incompatible,نا همساز ، ناسازگار ، متناقض ، متضاد 
incompatible equations,معادله های ناسازگار
incompatible event,پیشامد ناسازگار
incompatible events,پیشامد های ناسازگار
incompletability,کمال ناپذیری
incomplete,نا کامل ، ناقص ، ناتمام 
incomplete beta function,تابع بتای ناقص ، تابع بتای ناتمام 
incomplete block design,طرح بلوکی غیرکامل ، طرح بلوکهای ناقص ، طرح بلوکی ناکامل 
incomplete data,داده‌های ناتمام
incomplete fluid,سیال تراکم ناپذیر
incomplete gamma function,تابع گامای ناقص ، تابع گامای ناتمام 
incomplete gamma functions,توابع گامای ناقص
incomplete induction,استقرای ناقص
incomplete ordered field,میدان مرتب ناکامل
incompletely specified,به طور ناقص تعیین شده
incompleteness,ناکامل بودن
incompleteness of system of axioms,نا کامل بودن دستگاه آکسیوم ها
incompressible,تراکم ناپذیر
incompressible fluid,مایع تراکم ناپذیر
inconceivable,غیر قابل فهم ، غیر قابل تصور 
incongruent solution,جواب ناهمنهشت
inconsiderable,ناچیز ، بی اهمیت ، جزئی 
inconsistency,ناسازگاری
inconsistent,ناسازگار ، متناقض ، نا متوافق 
inconsistent bias,اریبی ناسازگار
inconsistent equations,معادلات ناسازگاری
inconsistent formal system,دستگاه صوری ناسازگار
inconsistent inequality,نابرابری ناسازگار
inconsistent system,سیستم ناسازگار
inconvertible,تبدیل ناپذیر
incorporate,تلفیق کردن ، یکی کردن 
incorporation,ترکیب ، تلفیق 
incorrect confidence limits,حدود اعتماد غلط
incorrectness,نادرستی
incosistency,ناسازگاری ، تباین 
quaternionic,چهارگانی
quaternions,کواترنیون‌ها ، مجموعه ی چهارتائی ، اعداد چهار تائی ، چهار واحدی 
quatrefoil,چهاربرگ
quenching,تبرید سرد ، سریع سرد کردن ، سرمادهی ، آبدهی 
quenching range,محدوده ی حرارتی سخت کردن
quenouille's estimator,برآوردگر کنویی
questionable,قابل سؤال ، قابل چون و چرا 
questionnaire,پرسش‌نامه ، سوال‌نامه ، پرسشنامه ، سئوالنامه 
questionnaire sampling,نمونه گیری پرسشنامه ای ، نمونه برداری پرسشنامه ای 
question-wording,جمله‌بندی پرسش
question-wording effects in surveys,اثرهای جمله‌بندی پرسش در بررسیها
quetelet index,شاخص کِتْله
queucing markov chain,زنجیر مارکف صفی
queucing with balking,صف بندی با انصراف ، صف بندی با طرد 
queue,صف ؛ صف کشیدن ، صف / کلمات مرتبط many-server queue multiserver queue  ... 
queue discipline,نظم صف
queueing,صف بندی
queueing markov chain,زنجیر مارکف صفی
queueing model,مدل صف
queueing theory,نظریه صف ، تئوری صف ، نظریه صف‌بندی ، نظریه ی صف ، تئوری صف انتظار ،  ... 
queueing with balking,صف بندی با انصراف ، صف بندی با طرد 
queuing discipline,نظام صف بندی ، نظام صف‌بندی 
queuing model,مدل صف بندی ، مدل صف‌بندی 
queuing theory,نظریه ی صفبندی ، نظریه ی صف 
quick ratio,نسبت سریع ، نسبت نقدینگی ، نسبت آنی 
quill,محور تو خالی ، ماسوره 
quinary,دستگاه شمار در مبنای 5 ؛ از مرتبه‌ی 5 ، پنج‌تایی ، پنج به پنج ، پنج ت ... 
quincunx,پنج‌خال
quindecagon,پانزده ضلعی
quindecillion,کویندسیلیون ( یک عدد بسیار بزرگ از رده ی میلیون و میلیارد و     ) این ... 
quinque,پنج ؛ به پنج قسمت(پیشوند) ، پیشوندی به معنی پنج و به پنج قسمت 
quintic,درجه‌ی پنجم ، از درجه‌ی پنجم ، از مرتبه‌ی پنج ؛ پنجمین ، از مرتبه ی پ ... 
quintic curve,خم درجه ی پنج
quintic equation,معادله ی درجه ی پنجم
quintile,پنجک
quintillion,کوینتیلیون این عدد در آمریکا بابر با 10 به توان 18 و در انگلستان براب ... 
quintuple,پنج‌تایی ، پنج‌گان ؛ پنج برابر ؛ از درجه‌ی پنجم ، از مرتبه‌ی پنجم ؛ پ ... 
quintuplet,پنج‌گان ، پنج تائی ، پنجگان 
quit,ترک کردن ، ترک خدمت 
quite sufficient,کافی است ، کافی 
quod erat demonstrandum,همان است که باید ثابت می شد ؛ فهو المطلوب ، و هو المطلوب 
quod erat demostrandum,همان است که باید ثابت می شد
quoin,زاویه ، گوشه 
quota,سهمیه ، سهمیه‌ای ، سهمیه ای 
quota sampling,نمونه‌گیری سهمیه‌ای ، نمونه‌برداری سهمی 
quotasampling,نمونه گیری سهمیه ای ، نمونه برداری سهمی 
quotation,تخمین ، نرخ ، مظنه 
quotient,خارج قسمت ، نسبت ، بهر 
quotient algebra,جبر خارج قسمت ها ، جبر رده ای مانده ای 
quotient bundle,کلاف خارج قسمت ها
quotient construction,ساختمان خارج قسمتی
quotient field,میدان خارج قسمت ، هیأت خارج قسمت ها 
quotient group,گروه خارج قسمت ، گروه سازه ، گروه بهری ، گروه خارج قسمتی 
quotient ideal,ایده آل خارج قسمتی ، حلقه ی خارج قسمت ها 
quotient method,روش خارج‌قسمت
quotient module,مدول خارج قسمت ، پیمانه‌ی خارج قسمت 
quotient of a set by an equivalence relation,خارج قسمت یک مجموعه بر یک رابطه‌ی هم ارزی
